article_id,company_name,source,title,introduction,published_at,url,labour_relations,human_rights_community,tax_transparency_accounting,shareholder_rights,health_safety,waste_pollution,company,conduct_anti_corruption,climate_transition,board_management,water_use,biodiversity,energy_resource
295,columbia,ESG Today,Guest Post – CARB’s Latest FAQ: Your Guide to Clearer CA Climate Disclosures,ESG Reporting / Guest Posts / Regulators,2025-07-21,https://www.esgtoday.com/guest-post-carbs-latest-faq-your-guide-to-clearer-ca-climate-disclosures/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.0,0.0,0.0,0.0,0.0
296,columbia,ESG Today,Guest Post – California Climate Disclosure: What We Know After CARB’s First Public Workshop,ESG Reporting / Guest Posts / Regulators,2025-07-09,https://www.esgtoday.com/guest-post-california-climate-disclosure-what-we-know-after-carbs-first-public-workshop/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.0,0.0,0.0,0.0,0.0
45,nike,ESG Dive,K-leather ban reintroduced in US Senate in effort to curb kangaroo skin trade,"The Kangaroo Protection Act prohibits the sale and manufacturing of products made from kangaroo skin and carries fines of up to $10,000.",2025-06-27,https://www.esgdive.com/news/kangaroo-protection-act-2025-duckworth-booker-social-responsibility/751863/,0.0,0.0,0.0,0.0,0.0,0.0,nike,0.0,0.0,0.0,0.0,0.3,0.0
103,adidas,ESG Dive,"‘False solutions’ undermine climate goals at Shein, Lululemon","Five fashion companies strengthened their emission reduction targets but lacked a convincing plan for achieving them, according to NewClimate Institute.",2025-06-26,https://www.esgdive.com/news/hm-shein-lululemon-adidas-false-solutions-climate-report/751731/,0.0,0.0,0.0,0.0,0.0,0.0,adidas,0.0,-0.3,0.0,0.0,0.0,0.0
104,adidas,ESG Dive,New guide to help fashion supply chains comply with global ESG regulations,TrusTrace’s fourth playbook introduces tools to help the fashion industry navigate existing and upcoming data legislation requirements.,2025-06-17,https://www.esgdive.com/news/trustrace-fashion-supply-chain-ESG-compliance-playbook/750925/,0.0,0.0,0.0,0.0,0.0,0.0,adidas,0.0,0.0,0.1,0.0,0.0,0.0
147,lululemon,ESG Dive,"Lululemon grows circular sourcing ambitions, expands partnership for recycled fibers",The athleticwear giant said the agreement with Samsara Eco will help reach its goal of sourcing more “preferred materials” by 2030.,2025-06-16,https://www.esgdive.com/news/lululemon-samsara-eco-circularity-recycled-polyester-nylon/750796/,0.0,0.0,0.0,0.0,0.0,0.4,lululemon,0.0,0.3,0.0,0.0,0.0,0.0
165,lululemon,ESG Today,ESG Today: Week in Review,ESG News,2025-06-15,https://www.esgtoday.com/esg-today-week-in-review-218/,0.0,0.0,0.0,0.0,0.0,0.0,lululemon,0.0,0.0,0.0,0.0,0.0,0.0
205,columbia,ESG News,California vs. Trump – Clean Air Lawsuit: What You Need to Know,"On June 13, 2025, California sued the Trump administration after it revoked waivers allowing the state to set stricter vehicle emission rules under the Clean Air Act. Governor Gavin Newsom and Attorney General Rob Bonta, joined by ten other states, filed the lawsuit in U.S. District Court, arguing the revocation is illegal.",2025-06-14,https://esgnews.com/california-vs-trump-clean-air-lawsuit-what-you-need-to-know/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.0,0.0,0.0,0.0,0.0
156,lululemon,ESG Today,Lululemon Signs Deal to Buy Recycled Materials for up to 20% of its Total Fibers,Companies / Environment,2025-06-12,https://www.esgtoday.com/lululemon-signs-deal-to-buy-recycled-materials-for-up-to-20-of-its-total-fibers/,0.0,0.0,0.0,0.0,0.0,0.6,lululemon,0.0,0.6,0.0,0.0,0.0,0.0
141,lululemon,ESG News,Lululemon Signs 10-Year Deal to Use Recycled Materials from Samsara Eco,"Lululemon has entered a 10-year offtake agreement with recycling innovator Samsara Eco to source recycled nylon 6,6 and polyester , aiming to meet 20% of its overall fibre needs with circular materials by 2030.",2025-06-12,https://esgnews.com/lululemon-signs-10-year-deal-to-use-recycled-materials-from-samsara-eco/,0.0,0.0,0.0,0.0,0.0,0.5,lululemon,0.0,0.4,0.0,0.0,0.0,0.4
256,columbia,ESG Dive,Local leaders warn U.S. Senate not to pull the plug on clean energy credits,"Bipartisan coalition says proposed cuts in the One Big Beautiful Bill Act would threaten jobs and local investments, raise energy costs and create economic uncertainty.",2025-06-10,https://www.esgdive.com/news/local-leaders-warn-us-senate-clean-energy-credits-big-beautiful-bill-climate-mayors/750288/,-0.2,0.0,0.0,0.0,0.0,0.0,columbia,0.0,-0.3,0.0,0.0,0.0,-0.3
297,columbia,ESG Today,"Macquarie, BCI Acquire Waste-to-Product Recycling Company Renewi",Environment / M&A / Private Equity & Venture Capital,2025-06-06,https://www.esgtoday.com/macquarie-bci-acquire-waste-to-product-recycling-company-renewi/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.0,0.0,0.0,0.0,0.0
257,columbia,ESG Dive,"H&M, Eileen Fisher top fashion environmental scorecard as other brands’ sustainability progress staggers",Climate group Stand.earth graded 42 fashion brands on a scale of “A+” to “F” based on progress they made to decarbonize their supply chains between 2021 and 2023.,2025-06-06,https://www.esgdive.com/news/hm-eileen-fisher-top-environmental-scorecard-for-fashion-standearth-fossil-fuels/750089/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,-0.3,0.0,0.0,0.0,-0.3
206,columbia,ESG News,Macquarie and BCI Finalize Acquisition of Renewi to Accelerate Circular Economy Leadership in Europe,"Macquarie Asset Management and the British Columbia Investment Management Corporation (BCI) have completed the acquisition of Renewi , a European leader in recycling and circular waste solutions. The deal, executed through Macquarie European Infrastructure Fund 7 , positions the Consortium to accelerate Renewi’s role in transforming waste into valuable materials.",2025-06-06,https://esgnews.com/macquarie-and-bci-finalize-acquisition-of-renewi-to-accelerate-circular-economy-leadership-in-europe/,0.0,0.0,0.0,0.0,0.0,1.2,columbia,0.0,0.8,0.0,0.0,0.0,0.0
298,columbia,ESG Today,Pan American Silver Releases 2024 Sustainability Report,,2025-05-30,https://www.esgtoday.com/pan-american-silver-releases-2024-sustainability-report/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.0,0.0,0.0,0.0,0.0
258,columbia,ESG Dive,Congress votes to rescind California vehicle emissions waiver,Clean vehicle advocates say air quality and public health would suffer while auto and petroleum industry lobbyists support ending California’s authority under the Clean Air Act.,2025-05-29,https://www.esgdive.com/news/california-vehicle-emissions-waiver-rescinded-clean-air-act/749295/,0.0,0.0,0.0,0.0,-0.2,-0.3,columbia,0.0,-0.3,0.0,0.0,0.0,0.0
80,nike,ESG Today,ESG Today: Week in Review,ESG News,2025-05-25,https://www.esgtoday.com/esg-today-week-in-review-215/,0.0,0.0,0.0,0.0,0.0,0.0,nike,0.0,0.0,0.0,0.0,0.0,0.0
7,nike,ESG News,Lululemon Appoints Former Nike CSO Noel Kinder to Drive Global Sustainability Strategy,"Lululemon has appointed Noel Kinder , Nike’s former Chief Sustainability Officer, as Senior Vice President of Sustainability , signaling a renewed push to accelerate its impact agenda and ESG performance .",2025-05-22,https://esgnews.com/lululemon-appoints-former-nike-cso-noel-kinder-to-drive-global-sustainability-strategy/,0.0,0.0,0.0,0.0,0.0,0.0,nike,0.0,0.0,0.0,0.0,0.0,0.0
68,nike,ESG Today,Lululemon Appoints Former Nike CSO as New Sustainability Head,Companies / Executive Moves,2025-05-21,https://www.esgtoday.com/lululemon-appoints-former-nike-cso-as-new-sustainability-head/,0.0,0.0,0.0,0.0,0.0,0.0,nike,0.0,0.0,0.2,0.0,0.0,0.0
46,nike,ESG Dive,Lululemon taps ex-Nike CSO for senior sustainability role,Noel Kinder will oversee the apparel brand’s internal and external green strategies in his role as senior vice president of sustainability.,2025-05-21,https://www.esgdive.com/news/lululemon-taps-ex-nike-cso-for-senior-sustainability-role-noel-kinder/748759/,0.0,0.0,0.0,0.0,0.0,0.0,nike,0.0,0.0,0.0,0.0,0.0,0.0
259,columbia,ESG Dive,Congress could soon revoke California’s vehicle emissions standards,"State and local authority over air quality will be jeopardized if Congress revokes California’s auto emissions limits, experts say.",2025-05-15,https://www.esgdive.com/news/congress-revoke-california-vehicle-emissions-standards-congressional-review-act/748130/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.0,0.0,0.0,0.0,0.0
260,columbia,ESG Dive,States sue Trump administration over halt on wind energy development,Attorneys general from 17 Democratic-led states and D.C. have asked a district court to block Trump’s ban on wind energy approvals and declare it illegal.,2025-05-08,https://www.esgdive.com/news/states-sue-trump-halt-wind-energy-development-approvals/747472/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.0,0.0,0.0,0.0,0.0
299,columbia,ESG Today,18 State Coalition Sues Trump Administration for Halting Wind Energy Projects,Energy Transition / Government,2025-05-07,https://www.esgtoday.com/18-state-coalition-sues-trump-administration-for-halting-wind-energy-projects/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.3,0.0,0.0,0.0,0.3
300,columbia,ESG Today,Svante and Mercer International Advance Carbon Capture Project at Alberta Pulp Mill,,2025-05-01,https://www.esgtoday.com/svante-and-mercer-international-advance-carbon-capture-project-at-alberta-pulp-mill/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.3,0.0,0.0,0.0,0.0
261,columbia,ESG Dive,EPA granted appellate stay after judge rules to end GGRF funding freeze,"A judge ruled Tuesday to end the freeze and allow grantees to access their funding, but appellate judges granted EPA a stay on that injunction late Wednesday.",2025-04-21,https://www.esgdive.com/news/epa-dc-appeals-court-stay-greenhouse-ggrf-funding-freeze/745749/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.2,0.0,0.0,0.0,0.0
301,columbia,ESG Today,Williams Employees to Volunteer and Complete More Than 100 Projects in Communities Nationwide,,2025-04-17,https://www.esgtoday.com/williams-employees-to-volunteer-and-complete-more-than-100-projects-in-communities-nationwide/,0.0,0.3,0.0,0.0,0.0,0.0,columbia,0.0,0.0,0.0,0.0,0.0,0.0
262,columbia,ESG Dive,EPA denies harm from funding freeze in court filing,"EPA argued that the Greenhouse Gas Reduction Fund freeze would not cause irreparable harm to grantees, while the grantee plaintiffs say the freeze is “potentially fatal” for their operations.",2025-04-02,https://www.esgdive.com/news/epa-ggrf-freeze-funding-climate-fund-grantee-lawsuit-trump/744255/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,-0.3,0.0,0.0,0.0,0.0
142,lululemon,ESG News,Lululemon Expands Bio-Based Nylon Push with ZymoChem Partnership to Scale Sustainable Materials,"lululemon is pushing the frontiers of sustainable apparel with a new multi-year collaboration with biotechnology firm ZymoChem to scale a bio-based version of nylon 6,6 — a key material in many of lululemon’s flagship products like the Align and Wunder Train leggings.",2025-03-31,https://esgnews.com/lululemon-expands-bio-based-nylon-push-with-zymochem-partnership-to-scale-sustainable-materials/,0.0,0.0,0.0,0.0,0.0,0.3,lululemon,0.0,0.4,0.0,0.0,0.0,0.4
166,lululemon,ESG Today,ESG Today: Week in Review,ESG News,2025-03-30,https://www.esgtoday.com/esg-today-week-in-review-208/,0.0,0.0,0.0,0.0,0.0,0.0,lululemon,0.0,0.0,0.0,0.0,0.0,0.0
263,columbia,ESG Dive,SEC withdraws defense of climate-risk disclosure rule,"The agency will no longer defend its rule requiring companies to disclose certain climate-related risks, a move one commissioner called an attempt to “unlawfully” dismantle the rule.",2025-03-28,https://www.esgdive.com/news/sec-withdraws-climate-risk-disclosure-rule-defense-eighth-circuit-reactions/743860/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,-0.3,0.0,0.0,0.0,0.0
148,lululemon,ESG Dive,Lululemon partners with sustainable materials firm to expand bio-based nylon,The deal with ZymoChem is meant to scale production and commercialize its technology.,2025-03-28,https://www.esgdive.com/news/lululemon-zymochem-partnership-bio-based-nylon/743792/,0.0,0.0,0.0,0.0,0.0,0.2,lululemon,0.0,0.3,0.0,0.0,0.0,0.0
47,nike,ESG Dive,Disney shareholders vote to remain in embattled LGBTQ+ ranking,Only 1% of shareholders voted in favor of stepping back from the Human Rights Campaign’s Corporate Equality Index.,2025-03-26,https://www.esgdive.com/news/disney-shareholders-vote-to-remain-in-embattled-lgbtq-ranking/743612/,0.0,0.0,0.0,0.0,0.0,0.0,nike,0.0,0.0,0.0,0.0,0.0,0.0
157,lululemon,ESG Today,Lululemon Partners with Biotech Company ZymoChem to Scale Use of Sustainable Materials in Products,Companies / Environment,2025-03-25,https://www.esgtoday.com/lululemon-partners-with-biotech-company-zymochem-to-scale-use-of-sustainable-materials-in-products/,0.0,0.0,0.0,0.0,0.0,0.3,lululemon,0.0,0.3,0.0,0.0,0.0,0.0
264,columbia,ESG Dive,Federal judge blocks EPA’s $14B GGRF funding freeze,"The EPA “proffered no evidence to support their basis for the sudden terminations, or that they followed the proper procedures,” said U.S. District Judge Tanya Chutkan.",2025-03-24,https://www.esgdive.com/news/federal-judge-epa-order-climate-funding-ggrf-block/743241/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.3,0.0,0.0,0.0,0.3
265,columbia,ESG Dive,Ben & Jerry’s says CEO fired by Unilever over social activism,The ice cream maker alleged the consumer goods giant has “repeatedly threatened” its personnel if they failed to “silence” their outspokenness.,2025-03-20,https://www.esgdive.com/news/ben-jerrys-says-unilever-fired-its-ceo-for-backing-brands-social-views/743082/,-0.8,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.0,-0.6,0.0,0.0,0.0
266,columbia,ESG Dive,"Amid shifting views on ESG, investors retain climate focus: Berkeley Climate Summit","Anti-ESG backlash, reporting hurdles and regulatory uncertainty have put sustainability at a crossroads, panelists said.",2025-03-19,https://www.esgdive.com/news/berekeley-climate-summit-takeaways-ai-investors-climate-anti-esg-reporting-litigation-risk/742939/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.0,0.0,0.0,0.0,0.0
267,columbia,ESG Dive,"Climate United Fund sues EPA, Citibank over frozen $7B",The lawsuit asks the U.S. District Court for the District of Columbia to order the funds be unfrozen and disbursed.,2025-03-12,https://www.esgdive.com/news/climate-united-fund-sues-epa-citibank-frozen-funds-ggrf/742280/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.0,0.0,0.0,0.0,0.0
207,columbia,ESG News,SDI AOP Launches First Dataset to Track Avoided Emissions and People Served,"The Sustainable Development Investments Asset Owner Platform (SDI AOP) unveiled SDI Outcomes , a groundbreaking solution offering investors transparent, comparable data to evaluate genuine sustainability outcomes from their investments.",2025-03-11,https://esgnews.com/sdi-aop-launches-first-dataset-to-track-avoided-emissions-and-people-served/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.0,0.0,0.0,0.0,0.0
302,columbia,ESG Today,"SDI AOP Launches Solution Enabling Investors to Assess Sustainability Outcomes of Companies, Portfolios","ESG Tools, Services / Investors",2025-03-10,https://www.esgtoday.com/sdi-aop-launches-solution-enabling-investors-to-assess-sustainability-outcomes-of-companies-portfolios/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.0,0.0,0.0,0.0,0.0
124,puma,ESG Today,"PUMA’s Sustainability Efforts for Climate, Water Security and Forests Receive ‘Leadership Level’ Scores From CDP",,2025-02-20,https://www.esgtoday.com/pumas-sustainability-efforts-for-climate-water-security-and-forests-receive-leadership-level-scores-from-cdp/,0.0,0.0,0.0,0.0,0.0,0.0,puma,0.0,0.6,0.0,0.6,0.6,0.0
268,columbia,ESG Dive,Manufacturers’ 2025 sustainability priorities,Companies are sticking with their long-term emissions goals and strategies amid changing federal regulations.,2025-02-19,https://www.esgdive.com/news/2025-sustainability-outlook-manufacturing-industry-emissions/740334/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.1,0.0,0.0,0.0,0.0
303,columbia,ESG Today,ESG Today: Week in Review,ESG News,2025-02-16,https://www.esgtoday.com/esg-today-week-in-review-202/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.0,0.0,0.0,0.0,0.0
269,columbia,ESG Dive,The SEC has requested to delay climate rule arguments. What’s next?,Sustainable investing experts are not surprised by the delay and say it is expected to have minimal immediate impact.,2025-02-13,https://www.esgdive.com/news/whats-next-after-sec-request-to-delay-climate-rule-arguments-uyeda-experts/740096/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.0,0.0,0.0,0.0,0.0
208,columbia,ESG News,Columbia Climate School Launches First-Ever U.S. Master’s in Climate Finance,"Columbia Climate School is launching the first Master of Science in Climate Finance in the U.S., in collaboration with Columbia Business School . This one-year interdisciplinary degree aims to equip professionals with the expertise to navigate financial decision-making amid the climate crisis.",2025-02-13,https://esgnews.com/columbia-climate-school-launches-first-ever-u-s-masters-in-climate-finance/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.3,0.0,0.0,0.0,0.0
285,columbia,ESG Today,Columbia Launches Masters Degree in Climate Finance,"ESG Tools, Services / Sustainable Finance",2025-02-12,https://www.esgtoday.com/columbia-launches-masters-degree-in-climate-finance/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.2,0.0,0.0,0.0,0.0
270,columbia,ESG Dive,"Trump pauses renewable projects leasing on federal lands, waters","The Department of the Interior issued the order on Donald Trump’s first day in office, though just a small portion of the nation’s renewable energy capacity is located on government land.",2025-01-29,https://www.esgdive.com/news/trump-pauses-renewable-projects-leasing-on-federal-lands-waters-interior-executive-order/738647/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,-0.2,0.0,0.0,0.0,-0.2
209,columbia,ESG News,U.S. Invests $635 Million in Zero-Emission EV Charging and Hydrogen Infrastructure Expansion,"The U.S. Department of Transportation’s Federal Highway Administration (FHWA) has announced $635 million in grants to expand zero-emission electric vehicle (EV) charging and hydrogen refueling infrastructure. This funding, made possible by the Bipartisan Infrastructure Law, will support 49 projects across 27 states, four federally recognized Tribes, and the District of Columbia.",2025-01-17,https://esgnews.com/u-s-invests-635-million-in-zero-emission-ev-charging-and-hydrogen-infrastructure-expansion/,0.0,0.0,0.0,0.0,0.0,0.1,columbia,0.0,0.2,0.0,0.0,0.0,0.2
149,lululemon,ESG Dive,‘Inappropriate’ micromanaging: Apple pushes back on anti-DEI proposal,"In a proxy filing ahead of the annual 2025 shareholders meeting, a conservative think tank asked Apple to cut back on DEI.",2025-01-16,https://www.esgdive.com/news/apple-pushes-back-anti-dei-proposal-shareholders-annual-meeting/737560/,0.0,0.0,0.0,0.0,0.0,0.0,lululemon,0.0,0.0,0.0,0.0,0.0,0.0
150,lululemon,ESG Dive,"Amazon to focus on inclusion, internal DEI memo indicates","The changes outlined in the memo are vague, but Amazon has taken its previously strong commitments to Black and LGBTQ+ people off of its policy page.",2025-01-15,https://www.esgdive.com/news/amazon-inclusion-internal-memo-dei/737401/,0.0,0.0,0.0,0.0,0.0,0.0,lululemon,0.0,0.0,0.0,0.0,0.0,0.0
48,nike,ESG Dive,"Shein unveils denim printing process designed to reduce water, energy use",The fast fashion giant said the number of products it created using the technology increased by 90% last year.,2025-01-13,https://www.esgdive.com/news/shein-denim-tech-reduced-energy-use/737183/,0.0,0.0,0.0,0.0,0.0,0.0,nike,0.0,0.0,0.0,0.0,0.0,0.0
143,lululemon,ESG News,Tim Mohin: Eight ESG & Climate Predictions for 2025,"By now, you have read a few 2025 forecasts. While no one knows the future, 2025 is shaping up to be a difficult year for Climate and Sustainability issues. Regular readers have seen the rapid fluctuations in the past three years: The ESG pendulum has swung faster and further than ever before, and in 2025, sustainability issues will pull back.",2025-01-12,https://esgnews.com/tim-mohin-eight-esg-climate-predictions-for-2025/,0.0,0.0,0.0,0.0,0.0,0.0,lululemon,0.0,0.0,0.0,0.0,0.0,0.0
151,lululemon,ESG Dive,"McDonald’s cools on DEI, shifts to ‘global inclusion’","The shift in strategy comes as a result of work done last year, McDonald’s said, including a “comprehensive Civil Rights Audit.”",2025-01-08,https://www.esgdive.com/news/mcdonalds-dei-2025-global-inclusion/736733/,0.0,0.0,0.0,0.0,0.0,0.0,lululemon,0.0,0.0,0.0,0.0,0.0,0.0
304,columbia,ESG Today,Gresham House Appoints Hyewon Kong as Sustainable Investment Director,Executive Moves / Investors,2024-12-17,https://www.esgtoday.com/gresham-house-appoints-hyewon-kong-as-sustainable-investment-director/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.1,0.1,0.0,0.0,0.0
105,adidas,ESG Dive,"Supply chains of over 100 fashion brands linked to oil, gas fracking in Texas","Stand.earth identified 107 fashion companies — including H&M, Puma and Adidas — that use textile materials generated by petrochemicals linked to the Permian Basin in a new report.",2024-12-16,https://www.esgdive.com/news/supply-chains-over-100-fashion-brands-linked-texas-oil-gas-fracking/735600/,0.0,0.0,0.0,0.0,0.0,-0.3,adidas,0.0,-0.3,0.0,0.0,0.0,-0.3
152,lululemon,ESG Dive,"Court blocks Target’s attempt to move, dismiss DEI-related shareholder suit","The lawsuit argued that Target’s “DEI/ESG mandates” had a “known risk of adverse customer reactions,” and should have therefore been disclosed in investor statements.",2024-12-12,https://www.esgdive.com/news/target-dei-esg-lawsuit-shareholder/735365/,0.0,0.0,0.0,-0.3,0.0,0.0,lululemon,0.0,0.0,-0.3,0.0,0.0,0.0
153,lululemon,ESG Dive,"DEI failures contributed to a drop in stock prices, Lululemon shareholder alleges","Lululemon’s DEI initiative was “misguided” and its structure raised ethical concerns, the shareholder said in a derivative action lawsuit filed on behalf of the company.",2024-12-06,https://www.esgdive.com/news/dei-shareholder-lawsuit-lululemon/734809/,0.0,-0.5,0.0,-0.6,0.0,0.0,lululemon,0.0,0.0,-0.6,0.0,0.0,0.0
271,columbia,ESG Dive,"Meta seeks up to 4 GW of new nuclear power to help meet AI, sustainability objectives","The Facebook and Instagram parent aims to deploy new nuclear generation capacity to power its data centers beginning in the early 2030s, it said Tuesday.",2024-12-05,https://www.esgdive.com/news/meta-seeks-4-gw-new-nuclear-power-to-meet-ai-sustainability/734642/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.0,0.0,0.0,0.0,0.0
210,columbia,ESG News,Canada Invests $12.5M to Advance Decarbonization of Heavy-Emitting Industries,"Vancouver, Canada – December 2024 – The Canadian government is making bold investments to decarbonize heavy-emitting industries and support clean technology innovation in British Columbia. $12.5 million in funding was announced by Jonathan Wilkinson, Minister of Energy and Natural Resources , targeting advancements in carbon management and industrial emissions reduction.",2024-12-03,https://esgnews.com/canada-invests-12-5m-to-advance-decarbonization-of-heavy-emitting-industries/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.3,0.0,0.0,0.0,0.3
286,columbia,ESG Today,Columbia Threadneedle Adopts FCA’s SDR Sustainability Focus Label for Nine Funds,Investors / Regulators,2024-11-27,https://www.esgtoday.com/columbia-threadneedle-adopts-fcas-sdr-sustainability-focus-label-for-nine-funds/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.5,0.3,0.0,0.0,0.0
125,puma,ESG Today,PUMA’s Materials Strategy Receives Top Marks in the Material Change Index by Textile Exchange,,2024-11-26,https://www.esgtoday.com/pumas-materials-strategy-receives-top-marks-in-the-material-change-index-by-textile-exchange/,0.0,0.0,0.0,0.0,0.0,0.5,puma,0.0,0.5,0.0,0.0,0.0,0.5
126,puma,ESG Today,PUMA Releases Green Flags: A New Podcast Engaging Gen-Z in Sustainability,,2024-11-21,https://www.esgtoday.com/puma-releases-green-flags-a-new-podcast-engaging-gen-z-in-sustainability/,0.0,0.2,0.0,0.0,0.0,0.0,puma,0.0,0.2,0.0,0.0,0.0,0.0
113,puma,ESG News,PUMA Targets 90% Scope 1 & 2 Emissions Cut and 33% Scope 3 Reduction by 2030,"PUMA has announced its Vision 2030 sustainability goals, elevating its previous commitments to create a larger impact across climate, circularity, and human rights.",2024-11-21,https://esgnews.com/puma-targets-90-scope-1-2-emissions-cut-and-33-scope-3-reduction-by-2030/,0.0,0.3,0.0,0.0,0.0,0.5,puma,0.0,0.8,0.0,0.0,0.0,0.6
272,columbia,ESG Dive,"IRS finalizes direct pay rules, increasing access to IRA’s clean energy tax credits","Direct-pay-eligible entities like local governments, public school districts, churches and hospitals will more easily be able to jointly invest in clean energy projects under rules released Tuesda",2024-11-20,https://www.esgdive.com/news/irs-guidance-inflation-reduction-act-direct-pay-jointly-owned-projects/733489/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.0,0.0,0.0,0.0,0.0
139,puma,ESG Today,ESG Today: Week in Review,ESG News,2024-11-17,https://www.esgtoday.com/esg-today-week-in-review-192/,0.0,0.0,0.0,0.0,0.0,0.0,puma,0.0,0.0,0.0,0.0,0.0,0.0
128,puma,ESG Today,"PUMA unveils Vision 2030: Scaling up for bigger impact in climate, circularity and human rights",,2024-11-14,https://www.esgtoday.com/puma-unveils-vision-2030-scaling-up-for-bigger-impact-in-climate-circularity-and-human-rights/,0.0,0.5,0.0,0.0,0.0,0.5,puma,0.0,0.5,0.0,0.0,0.0,0.3
127,puma,ESG Today,PUMA Commits to Slash GHG Emissions from Operations by 90% by 2030,Companies / Environment / Social,2024-11-14,https://www.esgtoday.com/puma-commits-to-slash-ghg-emissions-from-operations-by-90-by-2030/,0.0,0.0,0.0,0.0,0.0,0.0,puma,0.0,0.8,0.0,0.0,0.0,0.6
129,puma,ESG Today,PUMA Inducted Into Laureus Sport for Good Index,,2024-11-12,https://www.esgtoday.com/puma-inducted-into-laureus-sport-for-good-index/,0.0,0.4,0.0,0.0,0.0,0.0,puma,0.0,0.0,0.0,0.0,0.0,0.0
81,nike,ESG Today,Colgate Women’s Games Officially Kicks off 49th Season with Return to Indoor Competition,,2024-11-12,https://www.esgtoday.com/colgate-womens-games-officially-kicks-off-49th-season-with-return-to-indoor-competition/,0.0,0.1,0.0,0.0,0.0,0.0,nike,0.0,0.0,0.0,0.0,0.0,0.0
211,columbia,ESG News,Tim Mohin: Why ESG Efforts Will Continue,Follow ESG News on Linkedin,2024-11-09,https://esgnews.com/tim-mohin-why-esg-efforts-will-continue/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.0,0.0,0.0,0.0,0.0
273,columbia,ESG Dive,"As US EV sales growth slows, election results could reverse or reinforce the trend","U.S. electric vehicle sales are rising, though the rate of growth has declined in the past year. The next president may continue support for purchase incentives or seek to cut the popular tax credit.",2024-11-04,https://www.esgdive.com/news/US-presidential-election-Harris-Trump-critical-time-for-ev-adoption/731666/,0.0,0.0,0.0,0.0,0.0,0.0,columbia,0.0,0.0,0.0,0.0,0.0,0.0
130,puma,ESG Today,PUMA’s ‘Stitch + Spice’ Running for Top Prize at the World’s Biggest Sustainability Film Festival,,2024-10-31,https://www.esgtoday.com/pumas-stitch-spice-running-for-top-prize-at-the-worlds-biggest-sustainability-film-festival/,0.0,0.0,0.0,0.0,0.0,0.0,puma,0.0,0.2,0.0,0.0,0.0,0.0
131,puma,ESG Today,PUMA Part of Consortium to Unveil World’s First Piece of 100% “Fibre-to-Fibre” Biorecycled Clothing,,2024-10-29,https://www.esgtoday.com/puma-part-of-consortium-to-unveil-worlds-first-piece-of-100-fibre-to-fibre-biorecycled-clothing/,0.0,0.0,0.0,0.0,0.0,0.5,puma,0.0,0.4,0.0,0.0,0.0,0.0
154,lululemon,ESG Dive,ExxonMobil’s $816M verdict latest in series of rulings seeking environmental justice,"No easing is in sight as companies face backlash for the impact their products have on the environment and public safety, a ruling shows.",2024-10-28,https://www.esgdive.com/news/exxonmobil-816m-verdict-latest-in-series-of-rulings-seeking-climate-justice/731228/,0.0,0.0,0.0,0.0,0.0,0.0,lululemon,0.0,0.0,0.0,0.0,0.0,0.0
