company_name,source,title,introduction,date,url
nike,ESG Today,ESG Today: Week in Review,ESG News,2026-03-01,https://www.esgtoday.com/esg-today-week-in-review-250/
nike,ESG Today,"U.S. Court Dismisses Missouri Anti-DEI Case Against Starbucks, Finding No Indication “that Discrimination Actually Took Place”",Companies / Government / Social,2026-02-09,https://www.esgtoday.com/court-dismisses-missouri-anti-dei-case-against-starbucks-finding-no-indication-that-discrimination-actually-took-place/
nike,ESG Today,ESG Today: Week in Review,ESG News,2026-02-08,https://www.esgtoday.com/esg-today-week-in-review-247/
nike,ESG Today,ESG Today: Week in Review,ESG News,2025-12-07,https://www.esgtoday.com/esg-today-week-in-review-240/
nike,ESG Today,ESG Today: Week in Review,ESG News,2025-11-16,https://www.esgtoday.com/esg-today-week-in-review-238/
nike,ESG Today,Apollo Appoints Jaycee Pribulsky as Chief Sustainability Officer,Executive Moves / Private Equity & Venture Capital,2025-10-20,https://www.esgtoday.com/apollo-appoints-jaycee-pribulsky-as-chief-sustainability-officer/
nike,ESG Today,ESG Today: Week in Review,ESG News,2025-05-25,https://www.esgtoday.com/esg-today-week-in-review-215/
nike,ESG Today,Colgate Women’s Games Officially Kicks off 49th Season with Return to Indoor Competition,,2024-11-12,https://www.esgtoday.com/colgate-womens-games-officially-kicks-off-49th-season-with-return-to-indoor-competition/
nike,ESG Today,ESG Today: Week in Review,ESG News,2023-11-05,https://www.esgtoday.com/esg-today-week-in-review-145/
nike,ESG Today,A Global Turning Point: Unprecedented Industry Collaboration Paves Way for Decarbonization of Supply Chains,,2023-10-25,https://www.esgtoday.com/a-global-turning-point-unprecedented-industry-collaboration-paves-way-for-decarbonization-of-supply-chains/
nike,ESG Today,Prime Healthcare and its Hospitals are Nationally Recognized by the Lown Institute as among America’s Most Socially Responsible Healthcare Providers,,2023-09-27,https://www.esgtoday.com/prime-healthcare-and-its-hospitals-are-nationally-recognized-by-the-lown-institute-as-among-americas-most-socially-responsible-healthcare-providers/
nike,ESG Today,Sustainable Materials Provider Newlight Raises $125 Million,Environment / Private Equity & Venture Capital,2023-08-07,https://www.esgtoday.com/sustainable-materials-tech-provider-newlight-raises-125-million/
nike,ESG Today,ESG Today: Week in Review,ESG News,2023-05-28,https://www.esgtoday.com/esg-today-week-in-review-124/
nike,ESG Today,Guest Post: The Impact of ESG on Proxy Season and Proxy Voting,Guest Posts / Investors,2022-10-20,https://www.esgtoday.com/guest-post-the-impact-of-esg-on-proxy-season-and-proxy-voting/
nike,ESG Today,TPG Raises Over $7 Billion for Climate Solutions Fund,Energy Transition / Investors / Private Equity & Venture Capital,2022-04-28,https://www.esgtoday.com/tpg-raises-over-7-billion-for-climate-solutions-fund/
nike,ESG Today,JetBlue Venture Fund Joins TPG’s Climate Solutions Fund as Limited Partner,Energy Transition / Environment / Investors / Private Equity & Venture Capital,2022-04-20,https://www.esgtoday.com/jetblue-venture-fund-joins-tpgs-climate-solutions-fund-as-limited-partner/
nike,ESG Today,Guest Post: Three Quick Adjustments to Your ESG Plan That Would Boost Your Rating,"ESG Tools, Services / Guest Posts",2022-01-12,https://www.esgtoday.com/guest-post-three-quick-adjustments-to-your-esg-plan-that-would-boost-your-rating/
nike,ESG Today,ESG Today Year in Review: 2021 Sets the Stage for ESG Acceleration,ESG News,2021-12-30,https://www.esgtoday.com/esg-today-year-in-review-2021-sets-the-stage-for-esg-acceleration/
nike,ESG Today,ESG Today: Week in Review,ESG News,2021-08-29,https://www.esgtoday.com/esg-today-week-in-review-41/
nike,ESG Today,TPG Raises Over $5 Billion for Climate Impact Fund,Investors / New funds & products / Private Equity & Venture Capital,2021-07-27,https://www.esgtoday.com/tpg-raises-over-5-billion-for-climate-impact-fund/
nike,ESG Today,United Airlines Launches Program Enabling Companies to Address Travel Impact Through SAF Purchases,Companies / Environment,2021-04-13,https://www.esgtoday.com/united-airlines-launches-program-enabling-companies-to-address-travel-impact-through-saf-purchases/
nike,ESG Today,ESG Today: Week in Review,ESG News,2021-03-21,https://www.esgtoday.com/esg-today-week-in-review-18/
nike,ESG Today,"Guest Post: ESG Data, Reporting, and Management are Ripe for Digital Disruption",Guest Posts,2021-02-18,https://www.esgtoday.com/esg-data-reporting-and-management-are-ripe-for-digital-disruption/
nike,ESG Today,New York Life Investments Launches Health-focused ESG ETF with American Heart Association,Investors / New funds & products,2021-02-02,https://www.esgtoday.com/new-york-life-investments-launches-health-focused-esg-etf-with-american-heart-association/
nike,ESG Today,Dow Jones Sustainability Indices 2020 Review Results Announced,Investors / Platforms & Markets,2020-11-16,https://www.esgtoday.com/dow-jones-sustainability-indices-2020-review-results-announced/
nike,ESG Today,VF Corporation Appoints Lauren Guthrie to Lead Global Inclusion & Diversity Efforts,Companies / Executive Moves,2020-11-02,https://www.esgtoday.com/vf-corporation-appoints-lauren-guthrie-to-lead-global-inclusion-diversity-efforts/
nike,ESG Today,Industry Leaders Team Up For Initiative Accelerating Shift to Net Zero,Companies / Environment / Platforms & Markets,2020-07-21,https://www.esgtoday.com/industry-leaders-team-up-for-initiative-accelerating-shift-to-net-zero-emissions/
adidas,ESG News,TrusTrace Completes $24 Million Growth Investment Led by Circularity Capital to Drive Global Expansion,"TrusTrace , a global SaaS company with a market-leading platform for product traceability and compliance, has announced the completion of a (U.S.) $24 million growth investment led by Circularity Capital , a specialist investor in businesses that enable the circular economy, with participation from existing investors Industrifonden and Fairpoint Capital .",2024-01-18,https://esgnews.com/trustrace-completes-24-million-growth-investment-led-by-circularity-capital-to-drive-global-expansion/
adidas,ESG News,World Shoe Launches Eco-friendly Footwear Factory in Ghana,"More than five million shoes will be produced annually with a revolutionary design that combines performance function, environmental sustainability, and disease protection.",2023-10-11,https://esgnews.com/world-shoe-launches-eco-friendly-footwear-factory-in-ghana/
adidas,ESG Dive,"Increased production, polyester use causing fashion industry’s emissions to rise: report","The apparel sector’s greenhouse gas emissions increased to 944 million metric tons in 2023, up by 7.5% compared to 2022, according to the Apparel Impact Institute.",2025-08-05,https://www.esgdive.com/news/overproduction-polyester-use-causing-fashion-industry-emissions-to-rise-aii/756790/
adidas,ESG Dive,Circularity in fashion is ‘mainstream’ but progress slowing: report,The 2025 Circular Fashion Index from Kearney found that a lack of a clear business case for circularity is holding up efforts.,2025-07-22,https://www.esgdive.com/news/kearney-circular-fashion-index-sustainability-circularity-mainstream/753635/
adidas,ESG Dive,K-leather ban reintroduced in US Senate in effort to curb kangaroo skin trade,"The Kangaroo Protection Act prohibits the sale and manufacturing of products made from kangaroo skin and carries fines of up to $10,000.",2025-06-27,https://www.esgdive.com/news/kangaroo-protection-act-2025-duckworth-booker-social-responsibility/751863/
adidas,ESG Dive,"‘False solutions’ undermine climate goals at Shein, Lululemon","Five fashion companies strengthened their emission reduction targets but lacked a convincing plan for achieving them, according to NewClimate Institute.",2025-06-26,https://www.esgdive.com/news/hm-shein-lululemon-adidas-false-solutions-climate-report/751731/
adidas,ESG Dive,New guide to help fashion supply chains comply with global ESG regulations,TrusTrace’s fourth playbook introduces tools to help the fashion industry navigate existing and upcoming data legislation requirements.,2025-06-17,https://www.esgdive.com/news/trustrace-fashion-supply-chain-ESG-compliance-playbook/750925/
adidas,ESG Dive,"Shein unveils denim printing process designed to reduce water, energy use",The fast fashion giant said the number of products it created using the technology increased by 90% last year.,2025-01-13,https://www.esgdive.com/news/shein-denim-tech-reduced-energy-use/737183/
adidas,ESG Dive,"Supply chains of over 100 fashion brands linked to oil, gas fracking in Texas","Stand.earth identified 107 fashion companies — including H&M, Puma and Adidas — that use textile materials generated by petrochemicals linked to the Permian Basin in a new report.",2024-12-16,https://www.esgdive.com/news/supply-chains-over-100-fashion-brands-linked-texas-oil-gas-fracking/735600/
adidas,ESG Dive,Shein reports 2 cases of child labor in its supply chain,"The fast fashion giant discovered the cases last year, and suspended orders from the manufacturers pending “appropriate remediation.”",2024-08-26,https://www.esgdive.com/news/shein-reports-child-labor-violations-supply-chain/725218/
adidas,ESG Dive,Shein factory employees work long hours under poor conditions: report,"Following allegations from human rights group Public Eye, the fast fashion giant said it invests tens of millions of dollars into strengthening its supply chain governance and compliance.",2024-05-21,https://www.esgdive.com/news/shein-public-eye-factory-workers-hours-wage/716745/
adidas,ESG Dive,Garments burned for fuel in Cambodia factories causing health and environmental issues,"Waste from 19 companies including Adidas, Gap and Lululemon has been identified by the Cambodian League for the Promotion and Defense of Human Rights.",2023-11-21,https://www.esgdive.com/news/LICADHO-garments-burned-Cambodia-health-environmental/700503/
adidas,ESG Dive,Few companies on track to meet water sustainability targets: Ceres,"The sustainability nonprofit evaluated 72 companies from water-intensive industries, including PepsiCo, Coca-Cola, Unilever, Kellogg and Kraft Heinz.",2023-11-06,https://www.esgdive.com/news/few-companies-on-track-to-meet-water-sustainability-targets-ceres/698900/
adidas,ESG Dive,Adidas case slapped with amended complaint for violating ESG policies,"Shareholders amended the class-action lawsuit against the sportswear brand, which accuses it of failing to disclose ESG and DEI violations made by rapper Ye in a timely manner.",2023-10-25,https://www.esgdive.com/news/adidas-yeezy-kanye-west-amended-complaint/697803/
adidas,ESG Today,Adidas €500 Million Sustainability Bond Offering More Than 5x Oversubscribed,Companies / Sustainable Finance,2020-09-30,https://www.esgtoday.com/adidas-e500-million-sustainability-bond-offering-more-than-5x-oversubscribed/
adidas,ESG Today,Adidas Launches new Eco-friendly production fabrics,Companies / Environment,2020-01-30,https://www.esgtoday.com/adidas-launches-new-eco-friendly-production-fabrics/
adidas,ESG Today,Supply Chain Traceability Platform TrusTrace Raises $24 Million,"ESG Tools, Services / Private Equity & Venture Capital",2024-01-18,https://www.esgtoday.com/supply-chain-traceability-platform-trustrace-raises-24-million/
adidas,ESG Today,Allbirds Unveils First-Ever Zero Carbon Footprint Shoe,Companies / Environment,2023-03-22,https://www.esgtoday.com/allbirds-unveils-first-ever-zero-carbon-shoe/
adidas,ESG Today,Dow Jones Sustainability Indices 2020 Review Results Announced,Investors / Platforms & Markets,2020-11-16,https://www.esgtoday.com/dow-jones-sustainability-indices-2020-review-results-announced/
puma,ESG News,PUMA Targets 90% Scope 1 & 2 Emissions Cut and 33% Scope 3 Reduction by 2030,"PUMA has announced its Vision 2030 sustainability goals, elevating its previous commitments to create a larger impact across climate, circularity, and human rights.",2024-11-21,https://esgnews.com/puma-targets-90-scope-1-2-emissions-cut-and-33-scope-3-reduction-by-2030/
puma,ESG News,Seriti Green Launches R25 Billion Wind Farm Project in South Africa,"Seriti Green has embarked on a monumental R25 billion wind farm project in Mpumalanga, marking the first phase with the 155MW Ummbila Emoyeni facility. This development is set to transform South Africa’s renewable energy landscape.",2024-07-18,https://esgnews.com/seriti-green-launches-r25-billion-wind-farm-project-in-south-africa/
puma,ESG News,New Report Criticizes Major Fashion Brands for Ongoing Fossil Fuel Use and Lack of Renewable Energy Initiatives,"Report assesses 11 apparel and footwear companies’ insufficient efforts to eliminate fossil fuels from supply chains, manufacturing, shipping",2024-06-03,https://esgnews.com/new-report-criticizes-major-fashion-brands-for-ongoing-fossil-fuel-use-and-lack-of-renewable-energy-initiatives/
puma,ESG News,Airbus and TotalEnergies Partners for Aviation’s Green Future with SAF Initiative,Airbus and TotalEnergies have signed a strategic partnership to meet the challenges of aviation decarbonization with sustainable aviation fuel.,2024-02-21,https://esgnews.com/airbus-and-totalenergies-partners-for-aviations-green-future-with-saf-initiative/
puma,ESG News,"McDonald’s, Post Holdings, and PUMA Partner in Supplier Leadership on Climate Transition",Iconic companies across industries rise together to the urgent challenge of mobilizing suppliers on climate change,2023-09-11,https://esgnews.com/mcdonalds-post-holdings-and-puma-partner-in-supplier-leadership-on-climate-transition/
puma,ESG News,EU Cracks Down on Fast Fashion Waste,"The European Union is cracking down on fast fashion waste, with new rules that would require retailers to contribute to the cost of collecting used clothes for reuse and recycling.",2023-09-01,https://esgnews.com/eu-cracks-down-on-fast-fashion-waste/
puma,ESG News,ESG News: Week in Review,"August 2023 Week-1: Biden-Harris Administration announces $115 million to cut diesel engine emissions; Kraft Heinz announces goal to reduce use of plastic globally by 20% by 2030; BMW, Airbus and Quantinuum team for sustainable mobility research; Nissan publishes inaugural ESG data book; American Express releases 2022-2023 ESG report; DHL appoints Nicola Leske as Head of Group Communications & Sustainability…",2023-08-05,https://esgnews.com/esg-news-week-in-review-28/
puma,ESG News,PUMA Concludes Season One of Industry-first Sustainability Report Podcast Series,"The final episode of PUMA’s RE:GEN REPORTS is now available to stream: ‘ When it comes to Health and Safety, does the West know best?’ . In this episode, hosted by the Head of Knowledge Exchange at the Centre for Sustainable Fashion, Monica Buchan-Ng, PUMA’s Chief Sourcing Officer, Anne-Laure Descours, reminds audiences that it’s important for people in the North to “recognize how much people on the ground are trying to improve [factory working conditions]. ”",2023-08-02,https://esgnews.com/puma-concludes-season-one-of-industry-first-sustainability-report-podcast-series/
puma,ESG News,ESG News: Week in Review,"July 2023 Week-1: Amazon rolls out EV vans as part of €1 billion European electrification strategy; UN Chief urges net zero emissions by 2050; UN’s IMO adopts strategy to reduce GHG emissions from international shipping; California, truck manufacturers strike deal on emissions rules; NextEnergy Capital raises $480 million after close of fifth solar fund…",2023-07-08,https://esgnews.com/esg-news-week-in-review-24/
puma,ESG News,PUMA to Source Bovine Leather From Deforestation-free Supply Chains by 2030,"PUMA has signed up for the Deforestation-Free Call to Action for Leather, launched by global non-profits Textile Exchange and Leather Working Group, which aims to create equitable, transparent, and deforestation-free leather supply chains. The cross-sector initiative is aimed at galvanizing action from brands to end the deforestation and conversion of natural ecosystems linked to leather sourcing. In doing so, it looks to protect wildlife habitat and biodiversity, preserve carbon stocks to mitigate climate change, and protect human rights.",2023-07-06,https://esgnews.com/puma-to-source-bovine-leather-from-deforestation-free-supply-chains-by-2030/
puma,ESG Dive,K-leather ban reintroduced in US Senate in effort to curb kangaroo skin trade,"The Kangaroo Protection Act prohibits the sale and manufacturing of products made from kangaroo skin and carries fines of up to $10,000.",2025-06-27,https://www.esgdive.com/news/kangaroo-protection-act-2025-duckworth-booker-social-responsibility/751863/
puma,ESG Dive,"Supply chains of over 100 fashion brands linked to oil, gas fracking in Texas","Stand.earth identified 107 fashion companies — including H&M, Puma and Adidas — that use textile materials generated by petrochemicals linked to the Permian Basin in a new report.",2024-12-16,https://www.esgdive.com/news/supply-chains-over-100-fashion-brands-linked-texas-oil-gas-fracking/735600/
puma,ESG Dive,Puma expands its textile-to-textile polyester recycling program,The company said its Re:Fibre technology would be used to create most of its club and federation replica jerseys in 2024.,2023-12-20,https://www.esgdive.com/news/puma-expands-refibre-recycling-program/703050/
puma,ESG Today,"PUMA Releases New Podcast Unpacking the Past, Present and Future of Football Jerseys",,2025-10-02,https://www.esgtoday.com/puma-releases-new-podcast-unpacking-the-past-present-and-future-of-football-jerseys/
puma,ESG Today,"PUMA’s Sustainability Efforts for Climate, Water Security and Forests Receive ‘Leadership Level’ Scores From CDP",,2025-02-20,https://www.esgtoday.com/pumas-sustainability-efforts-for-climate-water-security-and-forests-receive-leadership-level-scores-from-cdp/
puma,ESG Today,PUMA’s Materials Strategy Receives Top Marks in the Material Change Index by Textile Exchange,,2024-11-26,https://www.esgtoday.com/pumas-materials-strategy-receives-top-marks-in-the-material-change-index-by-textile-exchange/
puma,ESG Today,PUMA Releases Green Flags: A New Podcast Engaging Gen-Z in Sustainability,,2024-11-21,https://www.esgtoday.com/puma-releases-green-flags-a-new-podcast-engaging-gen-z-in-sustainability/
puma,ESG Today,PUMA Commits to Slash GHG Emissions from Operations by 90% by 2030,Companies / Environment / Social,2024-11-14,https://www.esgtoday.com/puma-commits-to-slash-ghg-emissions-from-operations-by-90-by-2030/
puma,ESG Today,"PUMA unveils Vision 2030: Scaling up for bigger impact in climate, circularity and human rights",,2024-11-14,https://www.esgtoday.com/puma-unveils-vision-2030-scaling-up-for-bigger-impact-in-climate-circularity-and-human-rights/
puma,ESG Today,PUMA Inducted Into Laureus Sport for Good Index,,2024-11-12,https://www.esgtoday.com/puma-inducted-into-laureus-sport-for-good-index/
puma,ESG Today,PUMA’s ‘Stitch + Spice’ Running for Top Prize at the World’s Biggest Sustainability Film Festival,,2024-10-31,https://www.esgtoday.com/pumas-stitch-spice-running-for-top-prize-at-the-worlds-biggest-sustainability-film-festival/
puma,ESG Today,PUMA Part of Consortium to Unveil World’s First Piece of 100% “Fibre-to-Fibre” Biorecycled Clothing,,2024-10-29,https://www.esgtoday.com/puma-part-of-consortium-to-unveil-worlds-first-piece-of-100-fibre-to-fibre-biorecycled-clothing/
puma,ESG Today,PUMA Named Among “World’s Most Sustainable Companies” by TIME,,2024-07-10,https://www.esgtoday.com/puma-named-among-worlds-most-sustainable-companies-by-time/
puma,ESG Today,PUMA Reduces Greenhouse Gas Emissions by 24% in 2023,,2024-03-13,https://www.esgtoday.com/puma-reduces-greenhouse-gas-emissions-by-24-in-2023/
puma,ESG Today,PUMA RE:SUEDE Pilot Project Turns Experimental Sneakers Into Compost,,2023-11-29,https://www.esgtoday.com/puma-resuede-pilot-project-turns-experimental-sneakers-into-compost/
puma,ESG Today,PUMA Welcomes Indian Sustainable Fashion Advocate Aishwarya Sharma To Its Voices Of A RE:GENERATION Initiative,,2023-09-26,https://www.esgtoday.com/puma-welcomes-indian-sustainable-fashion-advocate-aishwarya-sharma-to-its-voices-of-a-regeneration-initiative/
puma,ESG Today,PUMA Commits to Deforestation-Free Leather by 2030,Companies / Environment,2023-07-06,https://www.esgtoday.com/puma-commits-to-source-deforestation-free-leather/
puma,ESG Today,PUMA Commits to Sourcing All Bovine Leather From Verified Deforestation-free Supply Chains by 2030 or Earlier,,2023-07-06,https://www.esgtoday.com/puma-commits-to-sourcing-all-bovine-leather-from-verified-deforestation-free-supply-chains-by-2030-or-earlier/
puma,ESG Today,Lune Merges with gryn to Create Supply Chain Carbon Data Platform for Shipping and Logistics,"ESG Tools, Services / M&A",2026-01-21,https://www.esgtoday.com/lune-merges-with-gryn-to-create-supply-chain-carbon-data-platform-for-shipping-and-logistics/
puma,ESG Today,ESG Today: Week in Review,ESG News,2024-11-17,https://www.esgtoday.com/esg-today-week-in-review-192/
puma,ESG Today,ESG Today: Week in Review,ESG News,2023-07-09,https://www.esgtoday.com/esg-today-week-in-review-130/
